Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
222973,Flatscreen TV,1,300,07/18/19,"509 Hickory St, Seattle, WA 98101"
222974,Lightning Charging Cable,1,14.95,07/09/19,"112 Wilson St, Los Angeles, CA 90001"
222975,Wired Headphones,1,11.99,07/19/19,"541 Hickory St, Los Angeles, CA 90001"
222976,Lightning Charging Cable,1,14.95,07/17/19,"390 1st St, Los Angeles, CA 90001"
222977,Lightning Charging Cable,1,14.95,07/14/19,"660 Walnut St, Los Angeles, CA 90001"
222978,AAA Batteries (4-pack),2,2.99,07/04/19,"941 Willow St, Seattle, WA 98101"
222979,Bose SoundSport Headphones,1,99.99,07/11/19,"844 Center St, Seattle, WA 98101"
222980,Bose SoundSport Headphones,1,99.99,07/13/19,"519 Park St, Atlanta, GA 30301"
222981,USB-C Charging Cable,1,11.95,07/26/19,"791 9th St, Austin, TX 73301"
222982,Flatscreen TV,1,300,07/28/19,"651 Ridge St, Portland, OR 97035"
222983,Lightning Charging Cable,1,14.95,07/16/19,"639 Spruce St, Boston, MA 02215"
222984,USB-C Charging Cable,1,11.95,07/29/19,"305 Johnson St, Austin, TX 73301"
222985,Bose SoundSport Headphones,1,99.99,07/21/19,"846 Lake St, Dallas, TX 75001"
222986,Lightning Charging Cable,1,14.95,07/05/19,"313 Forest St, San Francisco, CA 94016"
222987,AAA Batteries (4-pack),1,2.99,07/31/19,"538 1st St, New York City, NY 10001"
222988,Lightning Charging Cable,1,14.95,07/04/19,"647 Meadow St, Dallas, TX 75001"
222989,Lightning Charging Cable,1,14.95,07/07/19,"48 Walnut St, Dallas, TX 75001"
222990,AAA Batteries (4-pack),2,2.99,07/19/19,"419 Jackson St, New York City, NY 10001"
222991,27in FHD Monitor,1,149.99,07/05/19,"450 8th St, Los Angeles, CA 90001"
222992,AA Batteries (4-pack),1,3.84,07/05/19,"779 Washington St, San Francisco, CA 94016"
222993,AAA Batteries (4-pack),1,2.99,07/25/19,"697 Adams St, Los Angeles, CA 90001"
222994,USB-C Charging Cable,1,11.95,07/10/19,"251 Cedar St, New York City, NY 10001"
222995,34in Ultrawide Monitor,1,379.99,07/27/19,"837 Park St, San Francisco, CA 94016"
222996,27in FHD Monitor,1,149.99,07/12/19,"885 Sunset St, Los Angeles, CA 90001"
222997,AAA Batteries (4-pack),1,2.99,07/21/19,"619 Willow St, New York City, NY 10001"
222998,Lightning Charging Cable,1,14.95,07/28/19,"38 Lakeview St, Boston, MA 02215"
222999,Flatscreen TV,1,300,07/29/19,"615 Cherry St, Seattle, WA 98101"
223000,AAA Batteries (4-pack),1,2.99,07/19/19,"670 10th St, Atlanta, GA 30301"
223001,Apple Airpods Headphones,1,150,07/29/19,"978 10th St, San Francisco, CA 94016"
223002,AA Batteries (4-pack),1,3.84,07/13/19,"603 12th St, Dallas, TX 75001"
223003,Lightning Charging Cable,1,14.95,07/09/19,"18 Jefferson St, San Francisco, CA 94016"
223004,AAA Batteries (4-pack),1,2.99,07/14/19,"911 Spruce St, San Francisco, CA 94016"
223005,27in FHD Monitor,1,149.99,07/26/19,"306 Lake St, Austin, TX 73301"
223006,Lightning Charging Cable,1,14.95,07/22/19,"499 Park St, Los Angeles, CA 90001"
223007,Bose SoundSport Headphones,1,99.99,07/06/19,"481 10th St, Portland, OR 97035"
223008,AAA Batteries (4-pack),3,2.99,07/12/19,"289 13th St, Boston, MA 02215"
223009,Apple Airpods Headphones,1,150,07/28/19,"152 9th St, Boston, MA 02215"
223010,AAA Batteries (4-pack),1,2.99,07/18/19,"518 Wilson St, Boston, MA 02215"
223011,Apple Airpods Headphones,1,150,07/09/19,"87 Sunset St, San Francisco, CA 94016"
223012,Bose SoundSport Headphones,1,99.99,07/13/19,"233 12th St, Austin, TX 73301"
223013,AAA Batteries (4-pack),2,2.99,07/27/19,"289 8th St, New York City, NY 10001"
223014,Wired Headphones,1,11.99,07/10/19,"421 Highland St, Atlanta, GA 30301"
223015,Bose SoundSport Headphones,1,99.99,07/26/19,"605 Johnson St, San Francisco, CA 94016"
223016,USB-C Charging Cable,1,11.95,07/20/19,"700 Church St, New York City, NY 10001"
223017,AAA Batteries (4-pack),2,2.99,07/02/19,"773 Hickory St, San Francisco, CA 94016"
223018,ThinkPad Laptop,1,999.99,07/04/19,"767 Adams St, Los Angeles, CA 90001"
223019,AAA Batteries (4-pack),2,2.99,07/29/19,"788 Hill St, Dallas, TX 75001"
223020,27in FHD Monitor,1,149.99,07/08/19,"296 9th St, Boston, MA 02215"
223021,AAA Batteries (4-pack),1,2.99,07/07/19,"657 10th St, Los Angeles, CA 90001"
223022,Lightning Charging Cable,1,14.95,07/31/19,"93 Madison St, Atlanta, GA 30301"
223023,Bose SoundSport Headphones,1,99.99,07/01/19,"268 Meadow St, San Francisco, CA 94016"
223024,AAA Batteries (4-pack),2,2.99,07/23/19,"91 Jefferson St, Dallas, TX 75001"
223025,AA Batteries (4-pack),1,3.84,07/23/19,"142 Pine St, San Francisco, CA 94016"
223026,Wired Headphones,1,11.99,07/25/19,"47 Pine St, San Francisco, CA 94016"
223027,AA Batteries (4-pack),1,3.84,07/11/19,"876 Center St, Austin, TX 73301"
223028,Vareebadd Phone,1,400,07/07/19,"969 10th St, San Francisco, CA 94016"
223028,USB-C Charging Cable,2,11.95,07/07/19,"969 10th St, San Francisco, CA 94016"
223028,Wired Headphones,1,11.99,07/07/19,"969 10th St, San Francisco, CA 94016"
223029,USB-C Charging Cable,1,11.95,07/18/19,"144 Adams St, New York City, NY 10001"
223030,Bose SoundSport Headphones,1,99.99,07/09/19,"704 13th St, Los Angeles, CA 90001"
223031,27in FHD Monitor,1,149.99,07/28/19,"445 Johnson St, Los Angeles, CA 90001"
223032,Apple Airpods Headphones,1,150,07/20/19,"8 Cherry St, Dallas, TX 75001"
223033,AAA Batteries (4-pack),1,2.99,07/01/19,"972 Meadow St, Atlanta, GA 30301"
223034,Wired Headphones,1,11.99,07/06/19,"927 South St, Portland, OR 97035"
223035,Flatscreen TV,1,300,07/27/19,"911 Sunset St, Portland, OR 97035"
223036,Apple Airpods Headphones,1,150,07/31/19,"828 Willow St, Boston, MA 02215"
223037,Wired Headphones,1,11.99,07/21/19,"24 Adams St, Los Angeles, CA 90001"
223038,Lightning Charging Cable,1,14.95,07/03/19,"990 11th St, Los Angeles, CA 90001"
223039,Flatscreen TV,1,300,07/27/19,"9 Center St, Dallas, TX 75001"
223040,Apple Airpods Headphones,1,150,07/19/19,"395 West St, Austin, TX 73301"
223041,27in 4K Gaming Monitor,1,389.99,07/11/19,"330 River St, New York City, NY 10001"
223042,Lightning Charging Cable,1,14.95,07/10/19,"983 Jackson St, Dallas, TX 75001"
223043,Lightning Charging Cable,1,14.95,07/01/19,"662 North St, Atlanta, GA 30301"
223044,Apple Airpods Headphones,1,150,07/05/19,"605 6th St, San Francisco, CA 94016"
223045,LG Dryer,1,600,07/18/19,"457 2nd St, Boston, MA 02215"
223046,USB-C Charging Cable,1,11.95,07/15/19,"335 Ridge St, Los Angeles, CA 90001"
223047,AA Batteries (4-pack),1,3.84,07/16/19,"541 Lakeview St, Los Angeles, CA 90001"
223048,Vareebadd Phone,1,400,07/21/19,"168 8th St, Portland, OR 97035"
223048,USB-C Charging Cable,2,11.95,07/21/19,"168 8th St, Portland, OR 97035"
223049,Flatscreen TV,1,300,07/24/19,"595 Jackson St, San Francisco, CA 94016"
223050,ThinkPad Laptop,1,999.99,07/14/19,"842 Washington St, Los Angeles, CA 90001"
223051,Bose SoundSport Headphones,1,99.99,07/27/19,"819 Cherry St, Los Angeles, CA 90001"
223052,USB-C Charging Cable,1,11.95,07/09/19,"549 Lincoln St, San Francisco, CA 94016"
223053,LG Dryer,1,600,07/06/19,"226 2nd St, Seattle, WA 98101"
223054,Wired Headphones,1,11.99,07/28/19,"905 Chestnut St, Boston, MA 02215"
223055,AA Batteries (4-pack),1,3.84,07/14/19,"181 Walnut St, Los Angeles, CA 90001"
223056,USB-C Charging Cable,1,11.95,07/27/19,"907 Madison St, San Francisco, CA 94016"
223057,Bose SoundSport Headphones,1,99.99,07/12/19,"195 Washington St, San Francisco, CA 94016"
223058,Bose SoundSport Headphones,1,99.99,07/01/19,"993 Main St, Boston, MA 02215"
223059,USB-C Charging Cable,1,11.95,07/23/19,"84 10th St, Boston, MA 02215"
223060,AA Batteries (4-pack),1,3.84,07/20/19,"613 Johnson St, San Francisco, CA 94016"
223061,Lightning Charging Cable,2,14.95,07/14/19,"788 Center St, Dallas, TX 75001"
223062,ThinkPad Laptop,1,999.99,07/12/19,"756 5th St, Atlanta, GA 30301"
223063,USB-C Charging Cable,1,11.95,07/02/19,"535 Cedar St, Portland, OR 97035"
223064,AAA Batteries (4-pack),1,2.99,07/13/19,"627 13th St, San Francisco, CA 94016"
223065,Bose SoundSport Headphones,2,99.99,07/02/19,"180 Park St, San Francisco, CA 94016"
223066,Macbook Pro Laptop,1,1700,07/16/19,"377 Madison St, San Francisco, CA 94016"
223067,AAA Batteries (4-pack),1,2.99,07/11/19,"189 Johnson St, Los Angeles, CA 90001"
223068,AA Batteries (4-pack),1,3.84,07/29/19,"450 Church St, San Francisco, CA 94016"
223069,AA Batteries (4-pack),1,3.84,07/17/19,"486 4th St, San Francisco, CA 94016"
223070,AAA Batteries (4-pack),1,2.99,07/19/19,"172 Adams St, Boston, MA 02215"
223071,Lightning Charging Cable,1,14.95,07/17/19,"758 Madison St, New York City, NY 10001"
223072,Lightning Charging Cable,1,14.95,07/18/19,"252 Madison St, Boston, MA 02215"
223073,Wired Headphones,1,11.99,07/02/19,"972 Dogwood St, San Francisco, CA 94016"
223074,USB-C Charging Cable,1,11.95,07/15/19,"899 North St, Los Angeles, CA 90001"
223075,USB-C Charging Cable,1,11.95,07/22/19,"752 Chestnut St, San Francisco, CA 94016"
223076,Lightning Charging Cable,1,14.95,07/10/19,"692 Spruce St, Boston, MA 02215"
223077,ThinkPad Laptop,1,999.99,07/06/19,"261 Sunset St, San Francisco, CA 94016"
223078,Lightning Charging Cable,1,14.95,07/10/19,"865 Meadow St, Atlanta, GA 30301"
223079,27in 4K Gaming Monitor,1,389.99,07/18/19,"211 Ridge St, Austin, TX 73301"
223080,Apple Airpods Headphones,1,150,07/09/19,"275 Jackson St, Austin, TX 73301"
223081,USB-C Charging Cable,1,11.95,07/05/19,"983 12th St, San Francisco, CA 94016"
223082,USB-C Charging Cable,1,11.95,07/07/19,"158 7th St, Seattle, WA 98101"
223083,USB-C Charging Cable,1,11.95,07/13/19,"277 Lakeview St, Portland, OR 97035"
223084,Lightning Charging Cable,1,14.95,07/02/19,"555 Pine St, Los Angeles, CA 90001"
223085,iPhone,1,700,07/22/19,"875 Madison St, Los Angeles, CA 90001"
223086,Apple Airpods Headphones,1,150,07/22/19,"938 Meadow St, Los Angeles, CA 90001"
223087,iPhone,1,700,07/26/19,"864 10th St, Boston, MA 02215"
223088,AA Batteries (4-pack),1,3.84,07/05/19,"715 North St, Seattle, WA 98101"
223089,AA Batteries (4-pack),1,3.84,07/17/19,"650 Hickory St, New York City, NY 10001"
223090,USB-C Charging Cable,1,11.95,07/12/19,"739 Adams St, New York City, NY 10001"
223091,Bose SoundSport Headphones,1,99.99,07/20/19,"415 Cedar St, New York City, NY 10001"
223092,ThinkPad Laptop,1,999.99,07/11/19,"634 Washington St, Boston, MA 02215"
223093,AA Batteries (4-pack),1,3.84,07/01/19,"899 1st St, San Francisco, CA 94016"
223094,Wired Headphones,1,11.99,07/18/19,"971 Chestnut St, Los Angeles, CA 90001"
223095,Apple Airpods Headphones,1,150,07/03/19,"876 Cedar St, Los Angeles, CA 90001"
223095,AA Batteries (4-pack),1,3.84,07/03/19,"876 Cedar St, Los Angeles, CA 90001"
223096,AAA Batteries (4-pack),2,2.99,07/08/19,"846 Sunset St, Portland, OR 97035"
223097,Lightning Charging Cable,1,14.95,07/11/19,"77 10th St, Los Angeles, CA 90001"
223098,Apple Airpods Headphones,1,150,07/23/19,"374 Cherry St, San Francisco, CA 94016"
223099,AAA Batteries (4-pack),3,2.99,07/29/19,"3 Highland St, New York City, NY 10001"
223100,USB-C Charging Cable,1,11.95,07/29/19,"516 Jackson St, New York City, NY 10001"
223101,Wired Headphones,1,11.99,07/10/19,"924 Lincoln St, San Francisco, CA 94016"
223102,Wired Headphones,2,11.99,07/16/19,"484 7th St, Seattle, WA 98101"
223103,Apple Airpods Headphones,1,150,07/13/19,"107 West St, San Francisco, CA 94016"
223104,20in Monitor,1,109.99,07/08/19,"505 4th St, Los Angeles, CA 90001"
,,,,,
223105,34in Ultrawide Monitor,1,379.99,07/17/19,"589 8th St, Portland, OR 97035"
223106,Wired Headphones,1,11.99,07/14/19,"630 2nd St, San Francisco, CA 94016"
223106,Vareebadd Phone,1,400,07/14/19,"630 2nd St, San Francisco, CA 94016"
223107,iPhone,1,700,07/25/19,"470 Chestnut St, San Francisco, CA 94016"
223108,AAA Batteries (4-pack),1,2.99,07/05/19,"781 8th St, Boston, MA 02215"
223109,iPhone,1,700,07/12/19,"929 Ridge St, Seattle, WA 98101"
223110,Flatscreen TV,1,300,07/16/19,"434 Elm St, Seattle, WA 98101"
223111,AA Batteries (4-pack),1,3.84,07/20/19,"137 Madison St, Atlanta, GA 30301"
223112,USB-C Charging Cable,2,11.95,07/08/19,"241 8th St, San Francisco, CA 94016"
223113,27in 4K Gaming Monitor,1,389.99,07/05/19,"176 Willow St, Los Angeles, CA 90001"
223114,AA Batteries (4-pack),1,3.84,07/26/19,"576 11th St, Austin, TX 73301"
223115,Flatscreen TV,1,300,07/02/19,"836 Johnson St, New York City, NY 10001"
223116,Apple Airpods Headphones,1,150,07/21/19,"366 Adams St, Portland, OR 97035"
223117,Google Phone,1,600,07/11/19,"184 Spruce St, Atlanta, GA 30301"
223117,USB-C Charging Cable,1,11.95,07/11/19,"184 Spruce St, Atlanta, GA 30301"
223118,AA Batteries (4-pack),2,3.84,07/04/19,"346 Walnut St, New York City, NY 10001"
223119,27in FHD Monitor,1,149.99,07/30/19,"955 Main St, New York City, NY 10001"
223120,Lightning Charging Cable,1,14.95,07/18/19,"506 Main St, San Francisco, CA 94016"
223121,Bose SoundSport Headphones,1,99.99,07/05/19,"880 7th St, New York City, NY 10001"
223122,Apple Airpods Headphones,1,150,07/04/19,"972 Lincoln St, Boston, MA 02215"
223123,Wired Headphones,1,11.99,07/05/19,"86 5th St, Boston, MA 02215"
223124,USB-C Charging Cable,1,11.95,07/19/19,"593 Ridge St, San Francisco, CA 94016"
223125,27in 4K Gaming Monitor,1,389.99,07/17/19,"678 13th St, San Francisco, CA 94016"
223126,34in Ultrawide Monitor,1,379.99,07/29/19,"858 6th St, San Francisco, CA 94016"
223127,AAA Batteries (4-pack),1,2.99,07/31/19,"473 10th St, Los Angeles, CA 90001"
223128,USB-C Charging Cable,1,11.95,07/14/19,"418 Spruce St, Los Angeles, CA 90001"
223129,Apple Airpods Headphones,1,150,07/05/19,"239 12th St, Boston, MA 02215"
223130,Wired Headphones,1,11.99,07/16/19,"126 5th St, New York City, NY 10001"
223131,AAA Batteries (4-pack),1,2.99,07/21/19,"712 Washington St, Los Angeles, CA 90001"
223132,AA Batteries (4-pack),1,3.84,07/23/19,"132 West St, San Francisco, CA 94016"
223133,AA Batteries (4-pack),1,3.84,07/28/19,"621 Church St, San Francisco, CA 94016"
223133,AAA Batteries (4-pack),1,2.99,07/28/19,"621 Church St, San Francisco, CA 94016"
223134,ThinkPad Laptop,1,999.99,07/25/19,"298 Wilson St, Portland, ME 04101"
223135,Apple Airpods Headphones,1,150,07/27/19,"385 Dogwood St, Atlanta, GA 30301"
223136,Flatscreen TV,1,300,07/07/19,"339 12th St, San Francisco, CA 94016"
223137,AA Batteries (4-pack),1,3.84,07/20/19,"776 Forest St, Boston, MA 02215"
223138,27in 4K Gaming Monitor,1,389.99,07/22/19,"720 Main St, San Francisco, CA 94016"
223139,Bose SoundSport Headphones,1,99.99,07/05/19,"820 West St, Los Angeles, CA 90001"
223140,AA Batteries (4-pack),1,3.84,07/22/19,"112 Meadow St, San Francisco, CA 94016"
223140,Flatscreen TV,1,300,07/22/19,"112 Meadow St, San Francisco, CA 94016"
223141,Wired Headphones,1,11.99,07/23/19,"247 Adams St, Portland, OR 97035"
223142,AA Batteries (4-pack),2,3.84,07/26/19,"587 South St, San Francisco, CA 94016"
223143,ThinkPad Laptop,1,999.99,07/14/19,"494 Lakeview St, San Francisco, CA 94016"
223144,Google Phone,1,600,07/15/19,"37 Walnut St, New York City, NY 10001"
223144,USB-C Charging Cable,1,11.95,07/15/19,"37 Walnut St, New York City, NY 10001"
223145,Apple Airpods Headphones,1,150,07/02/19,"35 Main St, Seattle, WA 98101"
223146,LG Dryer,1,600,07/22/19,"753 5th St, Los Angeles, CA 90001"
223147,AA Batteries (4-pack),1,3.84,07/15/19,"767 West St, Los Angeles, CA 90001"
223148,AA Batteries (4-pack),1,3.84,07/22/19,"256 Jackson St, Atlanta, GA 30301"
223149,27in FHD Monitor,1,149.99,07/14/19,"770 Lincoln St, Boston, MA 02215"
223150,Apple Airpods Headphones,1,150,07/16/19,"289 12th St, Boston, MA 02215"
223151,AAA Batteries (4-pack),2,2.99,07/31/19,"825 North St, Seattle, WA 98101"
223152,Bose SoundSport Headphones,1,99.99,07/10/19,"910 Hill St, Atlanta, GA 30301"
223153,Wired Headphones,1,11.99,07/17/19,"65 Hickory St, Dallas, TX 75001"
223154,AAA Batteries (4-pack),1,2.99,07/18/19,"223 Elm St, Portland, OR 97035"
223155,Lightning Charging Cable,1,14.95,07/02/19,"706 Washington St, San Francisco, CA 94016"
223156,AAA Batteries (4-pack),1,2.99,07/23/19,"564 Ridge St, New York City, NY 10001"
223157,Wired Headphones,1,11.99,07/25/19,"532 Lincoln St, Boston, MA 02215"
223158,USB-C Charging Cable,1,11.95,07/14/19,"787 Adams St, Boston, MA 02215"
223159,Lightning Charging Cable,1,14.95,07/04/19,"818 11th St, Los Angeles, CA 90001"
223160,Apple Airpods Headphones,1,150,07/16/19,"629 Meadow St, New York City, NY 10001"
223161,AAA Batteries (4-pack),2,2.99,07/18/19,"399 6th St, San Francisco, CA 94016"
223162,Wired Headphones,1,11.99,07/06/19,"453 Madison St, Portland, OR 97035"
223163,34in Ultrawide Monitor,1,379.99,07/02/19,"801 Lakeview St, Austin, TX 73301"
223164,USB-C Charging Cable,1,11.95,07/07/19,"120 Park St, San Francisco, CA 94016"
223165,Lightning Charging Cable,1,14.95,07/14/19,"29 Chestnut St, Seattle, WA 98101"
223166,AAA Batteries (4-pack),1,2.99,07/23/19,"648 River St, Boston, MA 02215"
223167,Macbook Pro Laptop,1,1700,07/21/19,"76 Sunset St, Portland, OR 97035"
223168,USB-C Charging Cable,1,11.95,07/28/19,"812 Wilson St, Los Angeles, CA 90001"
223169,34in Ultrawide Monitor,1,379.99,07/21/19,"460 Sunset St, Los Angeles, CA 90001"
223170,Wired Headphones,1,11.99,07/08/19,"732 Madison St, Atlanta, GA 30301"
223171,AAA Batteries (4-pack),3,2.99,07/28/19,"3 8th St, Los Angeles, CA 90001"
223172,AAA Batteries (4-pack),1,2.99,07/17/19,"431 Sunset St, Atlanta, GA 30301"
223173,Apple Airpods Headphones,1,150,07/31/19,"436 Dogwood St, San Francisco, CA 94016"
223174,AAA Batteries (4-pack),1,2.99,07/19/19,"532 5th St, Los Angeles, CA 90001"
223175,Flatscreen TV,1,300,07/21/19,"257 Walnut St, Seattle, WA 98101"
223176,Google Phone,1,600,07/24/19,"562 Elm St, Los Angeles, CA 90001"
223177,20in Monitor,1,109.99,07/28/19,"654 11th St, San Francisco, CA 94016"
223178,AAA Batteries (4-pack),1,2.99,07/12/19,"292 Main St, Boston, MA 02215"
223179,Apple Airpods Headphones,1,150,07/08/19,"724 5th St, Boston, MA 02215"
223180,Google Phone,1,600,07/01/19,"906 Johnson St, San Francisco, CA 94016"
223181,AAA Batteries (4-pack),4,2.99,07/20/19,"810 9th St, New York City, NY 10001"
223182,AA Batteries (4-pack),1,3.84,07/22/19,"565 Walnut St, Los Angeles, CA 90001"
223183,Lightning Charging Cable,1,14.95,07/15/19,"183 Hickory St, Los Angeles, CA 90001"
223184,27in 4K Gaming Monitor,1,389.99,07/22/19,"456 5th St, Los Angeles, CA 90001"
223185,20in Monitor,1,109.99,07/06/19,"551 Main St, Portland, OR 97035"
223186,USB-C Charging Cable,1,11.95,07/18/19,"558 2nd St, Los Angeles, CA 90001"
223187,AA Batteries (4-pack),3,3.84,07/28/19,"39 4th St, Austin, TX 73301"
223188,Apple Airpods Headphones,1,150,07/17/19,"725 West St, Los Angeles, CA 90001"
223189,USB-C Charging Cable,1,11.95,07/25/19,"574 Hickory St, San Francisco, CA 94016"
223190,Macbook Pro Laptop,1,1700,07/16/19,"129 Main St, Los Angeles, CA 90001"
223191,34in Ultrawide Monitor,1,379.99,07/18/19,"25 7th St, San Francisco, CA 94016"
223192,ThinkPad Laptop,1,999.99,07/26/19,"931 Ridge St, Portland, OR 97035"
223193,Lightning Charging Cable,1,14.95,07/22/19,"130 Johnson St, New York City, NY 10001"
223194,Bose SoundSport Headphones,1,99.99,07/02/19,"523 7th St, Austin, TX 73301"
223195,Bose SoundSport Headphones,1,99.99,07/24/19,"993 Maple St, Austin, TX 73301"
223196,Wired Headphones,1,11.99,07/29/19,"191 Lincoln St, Atlanta, GA 30301"
223197,AA Batteries (4-pack),1,3.84,07/30/19,"972 9th St, Boston, MA 02215"
223198,Lightning Charging Cable,1,14.95,07/21/19,"184 Center St, San Francisco, CA 94016"
223199,Lightning Charging Cable,1,14.95,07/05/19,"959 2nd St, Boston, MA 02215"
223200,Bose SoundSport Headphones,1,99.99,07/25/19,"975 Church St, Seattle, WA 98101"
223201,Apple Airpods Headphones,1,150,07/16/19,"929 Adams St, Seattle, WA 98101"
223202,Apple Airpods Headphones,1,150,07/18/19,"9 5th St, San Francisco, CA 94016"
